Object_Identificator,Bonus,Onus_0,Onus_1,Onus_2,Onus_3,Onus_4,Onus_5,Onus_6,Onus_7,Onus_8,Onus_9,Onus_10,Onus_11,Onus_12,Onus_13,Onus_14,Onus_15,Onus_16,Onus_17,Onus_18,Onus_19,Onus_20,Onus_21,Onus_22,Onus_23,Onus_24,Onus_25,Onus_26,Onus_27,Onus_28,Onus_29,Onus_30,Onus_31,Onus_32,Onus_33,Onus_34,Onus_35,Onus_36,Onus_37,Onus_38,Onus_39,Onus_40,Onus_41,Onus_42,Onus_43,Onus_44,Onus_45,Onus_46,Onus_47,Onus_48,Onus_49,Onus_50,Onus_51,Onus_52,Onus_53,Onus_54,Onus_55,Onus_56,Onus_57,Onus_58,Onus_59,Onus_60,Onus_61,Onus_62,Onus_63,Onus_64,Onus_65,Onus_66,Onus_67,Onus_68,Onus_69,Onus_70,Onus_71,Onus_72,Onus_73,Onus_74,Onus_75,Onus_76,Onus_77,Onus_78,Onus_79,Onus_80,Onus_81,Onus_82,Onus_83,Onus_84,Onus_85,Onus_86,Onus_87,Onus_88,Onus_89,Onus_90,Onus_91,Onus_92,Onus_93,Onus_94,Onus_95,Onus_96,Onus_97,Onus_98,Onus_99,Onus_100,Onus_101,Onus_102,Onus_103,Onus_104,Onus_105,Onus_106,Onus_107,Onus_108,Onus_109
549,197.18473,561.41259,446.56847,753.55566,18.56616,229.06622,824.65709,168.96932,478.34474,861.59501,64.76344,47.04762,9.96768,957.3907,316.78398,486.12161,374.14949,733.67696,868.46525,897.78003,663.86507,158.48297,786.76041,106.28268,590.42908,617.14618,566.42004,773.07228,159.35238,489.34326,0.56016,676.7878,185.46273,998.52631,220.51296,493.10259,473.47929,401.83726,715.73258,584.1077,427.63002,965.55497,69.32794,317.47624,882.72503,365.30276,245.14381,275.01196,208.98263,525.70981,496.4056,726.56224,863.99373,341.42366,205.51732,165.86833,437.26154,474.57788,250.73002,589.75903,641.3199,551.53118,773.63931,982.70027,91.67979,270.78214,947.2972,538.24343,60.49839,101.1259,554.58469,126.2659,324.88849,176.32434,247.18539,243.14601,784.3211,706.62894,806.11222,622.68705,179.45074,570.35862,692.11709,908.25415,988.23981,62.80616,188.15743,996.38788,25.04888,41.98389,402.7942,409.05996,764.68317,286.994,803.95817,717.74451,994.40008,751.06783,967.0311,784.90845,401.2926,500.22005,121.13318,282.98122,690.38682,543.77565,497.63547,186.48583,639.55854,707.77392,741.70963
550,461.67526,118.25034,443.12776,809.11162,400.31725,956.91199,706.70171,321.49727,35.0903,176.39538,88.82856,382.41211,907.99671,459.94791,920.93001,716.62572,382.54583,859.45857,198.00761,642.70995,52.89644,773.83698,633.16065,288.38427,434.07024,567.99867,598.72225,579.79162,997.06129,550.17681,189.58609,265.00645,917.73897,299.25149,435.65875,167.42025,854.42653,256.86613,558.59912,828.78781,438.14492,212.21585,762.12609,479.11436,575.73661,6.10817,407.05134,163.20589,617.97704,644.09715,378.15029,814.09998,420.09038,646.6705,740.02828,273.7718,344.66588,246.04385,609.77195,779.66932,485.03176,592.29204,747.83405,256.06936,479.14743,478.36699,243.55072,881.54339,330.81984,331.82825,559.23152,834.88362,323.18253,843.25367,264.29878,859.68556,479.33332,665.3861,904.64904,443.09946,57.08087,708.80146,63.9568,591.82655,90.12405,709.6081,16.74433,875.98582,521.0982,947.6473,532.55216,304.35506,855.51724,891.69614,871.36364,569.7022,890.21766,719.56674,514.32182,62.24894,606.47914,920.64703,130.9777,476.96752,486.67912,302.69879,753.63958,132.36115,206.16836,965.3377,68.56152
551,47.58934,658.71373,647.67968,400.51009,509.56299,97.47867,369.50316,579.52391,600.64071,623.17705,702.7957,526.09193,295.31096,291.38727,252.93273,404.48059,194.48409,762.38222,907.24909,34.26873,464.27782,511.32346,666.72389,213.77829,531.58822,144.16834,274.29249,72.01576,780.34729,552.52444,461.34389,113.2,905.34063,20.24454,847.04902,438.41689,676.42512,109.50243,321.87467,420.44557,337.01863,953.8418,153.72498,914.41598,685.31315,248.59895,961.1003,348.58882,172.32875,717.5879,107.80792,34.88405,152.74611,455.11014,272.54837,83.61954,70.50076,137.18091,442.49879,719.70785,388.96282,687.57078,52.95555,447.69766,796.34117,422.28092,233.09693,801.31944,390.53849,398.90508,814.20844,326.91933,807.97546,685.22506,723.13557,39.30891,881.60858,525.52247,503.10838,336.36588,64.17373,708.57143,183.28358,855.81864,125.32778,697.05627,497.44797,721.23356,297.50433,636.6075,379.13934,81.12341,231.77406,369.2824,427.8727,503.29887,973.69485,536.06683,492.63302,651.48338,432.07248,542.38963,971.28326,761.74148,345.99447,956.68835,854.24294,53.76436,262.24679,237.11733,152.07141
552,913.88265,970.05361,16.609,891.06141,320.39929,413.03578,38.80658,944.10293,848.47784,80.15754,567.38333,856.3545,135.9978,459.29686,853.62242,95.11975,68.40343,9.89418,437.44515,774.07502,517.84538,718.43319,558.51021,664.14346,858.72578,197.27339,620.41766,392.55414,351.19724,617.97797,337.8326,85.77237,9.94341,972.40571,650.89269,852.32197,124.93652,701.07786,450.19896,298.06877,377.09675,731.48331,721.34187,594.00961,292.35598,3.0533,102.7212,75.36217,176.19007,26.88432,837.69789,191.94296,859.89306,374.01685,536.38012,809.91096,31.67342,997.04478,211.31428,189.33061,729.49295,617.21968,292.53783,124.87657,952.58225,245.57853,215.6142,740.0317,488.19571,575.58489,599.23453,310.85018,72.21032,278.65626,782.24354,830.64717,22.88234,303.78523,898.1938,628.282,705.81978,417.18221,840.11181,654.70806,317.0492,928.54006,368.14388,977.20143,232.53426,109.18006,604.29858,761.3155,295.33732,473.13627,763.8837,101.05189,729.6462,382.52514,832.35494,953.92148,980.64338,698.02594,515.26109,731.92667,121.26197,281.91274,948.82776,612.53202,40.92144,160.73634,307.74181
553,657.2498,314.66001,299.05108,870.20353,133.02193,506.38663,726.38707,909.44449,620.15617,297.50436,779.32945,501.28502,849.03235,971.81647,515.81191,647.93499,704.42901,335.3635,42.26575,182.40838,132.69113,618.04006,211.88411,643.504,47.05877,771.34734,578.1214,130.02618,503.05757,64.45641,841.7752,800.19183,953.68346,854.5876,793.48161,302.73507,728.04235,487.94153,263.89553,330.76588,126.7988,779.29838,352.11711,616.19322,879.74206,335.41515,828.52852,862.11867,74.5498,934.53244,107.56327,623.7857,99.76708,185.57596,817.7328,740.29049,932.84149,311.98056,871.12684,105.98891,601.95664,2.42484,657.1479,510.64964,78.1093,382.43142,735.954,306.89534,636.44317,685.11662,556.0288,591.53799,921.03262,350.28852,495.22882,336.23525,817.67734,799.75127,669.16636,22.4917,738.41268,371.4603,744.84958,581.2486,502.02497,711.78315,571.787,411.27983,826.13838,791.45669,262.06791,359.59032,30.18693,547.34792,77.44524,299.16946,764.14527,662.98314,880.19028,311.09291,491.28177,653.99822,249.78962,876.28492,817.54789,290.42611,558.62638,349.0675,304.22383,478.80512,265.99479
554,584.84676,13.56515,515.53737,603.22061,714.55853,343.39178,450.268,884.45974,361.79164,953.75999,612.7,35.77214,686.06044,200.28043,517.08773,101.40937,591.67626,304.73549,923.98972,608.63524,973.60603,202.65448,142.57235,760.29679,372.69811,648.52002,281.66885,562.72442,464.98449,683.60535,844.29697,575.14887,411.9744,293.08392,926.20764,52.90752,920.94255,419.8857,514.59096,177.49808,171.80086,139.54941,308.10401,648.15012,543.19819,710.3461,559.23103,936.75153,438.9263,829.69066,148.79986,639.2177,713.5092,256.28287,503.66941,745.73362,59.66856,733.20579,411.20239,625.16637,815.16427,216.91069,100.04097,165.71101,830.68387,375.10762,523.82444,635.43492,649.53633,416.48857,289.14912,525.37539,548.29128,842.14766,931.34931,859.54786,820.79008,916.6437,780.0833,621.09403,743.13695,597.98803,369.03707,949.40407,244.49712,533.84442,873.55925,747.58602,296.98281,210.78134,120.77014,635.8457,720.55759,360.42632,211.95532,243.75988,59.79925,84.20615,969.68655,565.28,598.12456,485.92534,864.83592,191.63602,187.80321,528.62644,450.53842,703.96398,372.32236,770.64663,256.2892
555,272.75106,466.10226,130.18772,172.40241,43.6473,257.91648,666.41126,838.79863,522.51009,196.65862,816.19782,685.1714,22.63559,576.93145,357.73287,684.9119,736.87168,632.86467,473.33044,677.9105,597.71632,474.39179,409.97063,558.69321,309.35808,418.95228,747.94771,616.33935,945.59989,698.69094,132.60178,643.20988,636.51264,641.8556,496.93212,99.49394,391.64611,370.46486,235.94655,391.51922,470.74908,576.91537,525.17525,806.8434,862.59881,129.01324,921.27877,508.5784,296.51926,619.38503,472.55814,644.08839,202.01136,857.5757,877.02427,407.92335,42.10375,270.28077,60.70151,403.91047,922.23918,742.99475,424.72324,773.13376,598.58675,928.38585,455.0049,507.65169,654.25113,899.26361,353.41275,812.035,847.46163,366.3595,28.53811,3.47965,704.00143,302.33487,18.42748,308.58454,435.3718,902.22921,50.20291,720.74568,355.65019,990.29374,292.31237,90.74448,138.55266,962.59165,894.58103,310.97594,998.93077,704.88127,478.97578,27.92022,369.7196,12.82878,16.75449,755.03343,649.37599,568.33826,170.75148,821.96514,164.15634,357.09939,37.06551,221.82937,553.57156,210.4134,720.92241
556,387.67625,714.00161,250.54416,997.29587,190.66677,6.13986,371.33849,47.08147,260.36665,191.08395,679.93345,261.3639,224.71245,810.84804,820.33631,597.39634,418.0296,86.58494,372.1003,531.86543,819.42892,402.96994,446.30267,288.98346,278.03223,315.11848,841.72307,590.95793,596.75171,430.72631,904.51345,508.74367,260.52214,829.4183,724.72828,883.08225,490.75263,36.9182,405.03307,540.44552,739.41102,54.46209,225.71254,466.93507,620.71357,603.36699,134.21755,173.78587,440.09565,47.08669,184.91322,167.30366,117.26743,240.49716,949.5211,568.06263,371.43913,156.84873,484.19328,622.65986,232.54464,52.68106,75.09804,34.28996,107.77288,89.44949,136.00182,615.71481,612.64596,777.95585,229.32019,49.53292,178.23891,861.48365,15.47829,715.0213,538.27255,369.53231,902.11144,305.14049,365.76889,219.81698,434.87647,579.3319,769.88556,705.53118,967.5483,750.20525,760.04539,43.09622,764.56987,338.21976,858.85614,563.36902,456.94119,93.38375,237.40124,386.96536,572.02958,554.50792,121.5699,303.81209,428.93709,896.49716,317.30391,256.58659,759.3424,19.16934,939.47522,542.99466,493.00251
557,4.37274,620.2843,725.41133,506.70136,766.06182,965.06587,223.69923,159.76104,990.25167,602.14757,184.13921,893.73791,942.10631,375.65787,79.24314,374.47633,940.02828,456.56166,468.6533,121.21892,205.81185,723.65608,815.93949,538.51683,427.20096,151.59813,784.03871,376.85626,416.81889,629.86555,945.49461,526.53597,90.89683,426.33123,407.93882,506.303,361.544,263.87842,653.11578,533.63077,963.19152,981.84201,645.88492,332.6248,598.98027,870.39683,656.22578,4.00893,261.62449,835.16979,350.58786,862.81709,812.45546,12.89543,347.06305,256.4159,649.37654,672.78019,60.89614,496.13532,854.10282,170.17605,313.07336,276.41865,668.34874,912.99552,806.96481,610.75415,652.73239,947.06714,355.55941,460.39986,590.73169,266.87284,839.29416,981.1321,219.13519,446.92055,641.18053,551.26505,713.98181,991.49825,961.39342,113.65765,179.3864,511.35932,845.70533,847.71626,742.38955,193.83162,15.60519,486.80509,996.48268,693.49106,255.01064,639.09071,183.48626,130.40452,176.80969,265.36205,290.86383,995.19273,889.57623,675.42206,790.14043,898.62634,826.72135,813.09347,259.30763,819.05565,340.34539
558,311.65913,570.32202,156.99652,59.57731,517.40382,148.17392,746.59525,920.24269,207.22767,70.35614,303.89564,379.77845,155.74479,308.80933,497.89891,245.45697,884.96427,439.11264,349.88323,515.59028,165.65173,745.31295,762.02652,62.41326,510.95904,398.79599,54.29992,99.88896,79.16911,130.8912,589.76033,713.94842,819.7479,734.45103,245.97074,611.249,604.63306,153.95561,266.70763,418.53954,396.0234,147.92855,268.567,317.02551,504.74927,533.3061,96.08543,111.58899,433.68234,273.06842,176.39787,984.91234,861.26499,37.83504,478.71258,788.88742,661.37104,657.38348,856.04296,438.67164,997.45482,132.09144,760.19965,585.71261,882.46195,707.38672,41.92642,938.09384,997.96289,36.84061,376.64818,0.04288,387.07939,233.30531,912.87701,230.09632,881.4312,37.89352,120.07708,405.01105,977.14567,946.78553,613.42445,684.61063,462.72354,621.78983,753.05959,799.92193,231.95339,219.73252,681.97543,789.40307,747.48147,818.36028,513.32211,467.54616,58.56703,953.03445,324.32849,83.67658,171.1058,630.39323,534.04505,810.67753,311.86774,169.40478,347.72575,829.08852,805.0874,591.32652,830.18833
559,605.04974,929.42192,944.88492,452.79202,977.77444,540.92601,579.5736,662.71801,689.56538,560.04207,787.44962,5.44814,188.01985,603.83302,733.35246,187.34712,829.97356,251.17776,807.60117,539.32523,660.53659,10.48634,604.07466,294.34739,606.22892,593.53345,170.18025,376.7587,470.59543,285.85767,360.97245,426.35094,899.95725,824.99594,678.26678,384.54954,940.38425,249.66133,356.698,264.9931,749.20125,624.21762,155.94266,242.37317,263.10059,203.68841,943.78818,163.1541,902.38351,508.10108,516.75181,971.76902,923.31894,400.94481,745.73404,67.74758,320.44885,934.03731,347.70653,597.32661,263.96336,754.45747,519.49883,37.37792,653.58539,210.64284,31.84323,40.91268,141.4799,351.0727,935.95378,682.13465,373.81039,517.57476,891.17572,435.03297,684.91319,382.72119,597.36132,973.45297,98.29223,162.81495,198.90235,191.14602,373.58179,101.26573,41.00131,365.14666,773.90126,444.18443,544.9858,805.69655,877.87136,219.29058,718.45004,5.14709,401.83752,487.57105,658.00275,353.5328,174.8845,123.33942,315.90372,415.47517,196.84978,909.88395,62.76258,491.4006,823.66999,111.84718,520.27173
560,360.93929,297.53856,691.31079,145.25755,865.27679,749.60851,640.23552,807.38393,79.26574,160.97052,433.00352,211.37043,134.5185,721.24894,626.28972,381.09527,66.84306,653.35879,205.58845,736.49565,742.22032,53.38379,214.40451,13.81562,736.67201,690.94946,972.99639,82.8267,928.37308,273.89458,114.10402,821.18757,782.56982,667.2375,894.74796,380.37954,918.46962,312.14777,464.1973,334.14002,231.1245,647.00388,789.2697,482.52665,14.65089,506.01766,439.3632,633.12926,922.11994,246.85262,408.45353,619.92935,637.42079,553.73379,366.60445,162.5355,636.39366,436.4591,649.80746,144.03493,381.58278,756.69526,799.8036,608.98567,911.9479,255.42522,991.07303,462.10572,158.95502,581.06461,114.1702,570.47205,296.21536,421.00106,605.38421,28.00066,376.73083,939.19507,487.36317,558.99524,790.09041,196.64294,387.26093,690.40005,300.27923,658.5319,473.44527,649.67136,68.15562,370.42264,348.25463,50.69918,556.27504,607.25767,626.58106,298.15718,533.57706,999.8848,73.84064,394.96877,130.6409,367.88693,791.57942,687.64041,495.87144,989.58048,80.13295,472.56878,596.70418,913.11265,750.29489
561,189.33181,875.63605,744.17137,97.12631,938.09135,327.60248,84.52173,108.47936,548.53867,588.05338,111.14173,707.79482,358.79109,816.42164,292.30051,524.31061,163.90903,860.778,962.19864,396.8767,365.36787,650.91382,37.14338,421.85039,213.04908,565.09262,837.34922,440.04074,402.9094,152.35906,556.80412,86.41745,780.07133,952.26957,652.00977,256.01199,473.10795,943.39685,198.80825,271.3648,770.46175,740.5402,608.10028,86.55095,35.933,329.79075,305.54708,357.54713,523.73458,582.81488,499.12927,221.64199,236.28121,695.19528,777.31441,617.4025,286.36739,356.36446,743.60492,873.33365,475.78944,213.32055,74.56287,499.41688,966.93314,380.44553,385.84915,569.5308,193.14393,696.62806,529.39133,678.93924,970.7283,938.53965,11.76082,163.20744,515.46199,261.77903,215.76171,654.48067,446.23684,177.27855,436.76992,740.59925,758.96939,219.19053,101.19345,966.73214,479.85429,682.78653,809.97373,731.34451,593.57672,390.96156,440.53141,705.49135,476.42985,236.46916,558.82442,330.27203,377.46385,357.11622,606.24489,352.80118,653.53638,184.52666,97.65428,836.25406,945.73214,453.67227,486.71777
562,214.42367,894.93622,641.73689,770.69489,433.9222,180.71505,877.76111,226.74534,874.37354,580.1793,579.95203,7.72312,212.55525,507.35565,445.46184,774.81329,979.18326,860.03096,676.06081,563.14671,466.82816,244.48509,204.71252,618.75501,553.77207,540.47678,448.10657,206.87908,656.95943,954.82688,287.5176,831.14151,741.99996,161.05481,890.59314,92.06305,329.25166,207.33388,357.35265,724.04294,6.99653,384.24982,790.20335,789.3332,962.97436,953.16318,545.86032,875.5047,615.91136,997.19797,831.71298,696.49861,60.02226,714.29915,474.3395,298.71968,302.74903,290.44588,330.37075,244.79131,304.35579,835.93567,281.05746,852.22835,677.61285,26.00982,295.02376,826.46807,489.23433,210.8252,152.92806,455.75521,690.02918,434.51192,316.29668,716.08429,589.29179,28.68877,767.53978,543.32623,861.12333,499.85,917.02227,313.41713,485.3741,775.34285,739.10564,851.79705,760.33016,342.28054,792.53805,455.35791,746.55382,412.38763,833.19554,135.8624,662.25479,216.43707,484.82793,96.42471,313.00746,643.04171,251.15758,278.88026,416.74971,6.14187,948.79038,485.25776,937.32294,473.42291,943.28795
563,557.90695,686.27176,122.90358,908.92764,488.35693,943.89127,404.71068,346.54231,683.34465,582.91905,402.18491,439.83435,897.82872,895.20444,649.95788,847.02219,184.71776,418.39188,307.01876,775.70371,872.29843,402.72502,221.31157,806.75352,135.00883,616.48056,568.31478,125.51778,980.36572,120.91519,894.30664,427.1691,580.97374,571.13943,757.0464,441.79408,955.32277,108.25647,764.77674,303.40914,583.85337,59.28143,368.32818,695.91898,931.64079,40.38983,97.18378,769.22361,325.58934,933.66616,557.51894,562.85029,770.2026,153.54984,7.07627,523.80459,226.37078,280.1045,703.80766,899.05351,593.13345,827.48243,663.73211,74.39951,256.9647,793.92481,203.03368,907.3792,901.03846,115.12165,726.00715,298.65039,900.34688,547.81241,86.17954,722.01416,72.88785,873.66678,57.90681,812.0621,327.68778,759.16815,539.95686,982.00939,260.20026,392.26248,473.45241,137.84752,367.28358,630.86361,217.78578,688.37282,615.65617,606.84099,898.1747,843.46299,981.52455,732.78018,371.70481,773.17805,472.3318,687.19379,408.73814,330.90254,856.12937,711.65345,252.55082,67.19118,96.91154,81.03875,260.23491
564,77.66871,20.03591,766.50564,482.88533,265.49657,741.06279,237.85912,136.58005,377.3599,649.97995,227.62963,144.44793,856.55612,488.90909,725.71258,214.4405,133.80685,459.34749,169.63642,831.13802,310.45802,97.79049,761.04583,811.07417,589.74943,393.48318,57.02785,555.00049,148.84779,771.92582,212.23201,780.42123,594.7014,85.68142,141.76432,598.83926,590.87463,87.00839,581.87923,533.36804,979.03789,108.15532,432.61705,724.29255,150.18223,24.2641,175.49308,22.43377,159.07511,830.13881,122.65697,952.02401,323.90514,667.01935,548.94087,905.75681,103.37453,280.60374,753.35003,32.63185,452.05481,43.51023,910.79846,328.75711,380.09436,221.14321,113.7876,144.68294,930.14061,52.65283,347.42258,830.65412,960.91044,414.85981,697.84405,131.96428,352.20654,587.04632,21.33065,461.28857,623.66592,915.59305,271.11211,68.75878,841.45221,213.56764,685.1753,702.82534,883.37814,970.05228,789.37925,258.82867,632.31669,733.482,900.9835,963.9099,426.35357,20.54535,216.04597,633.0676,13.33768,260.63504,13.33063,767.47012,793.06471,252.15787,570.58051,318.38703,463.64837,839.45466,543.24375
565,963.06475,489.21408,192.19344,679.50978,387.83562,697.62146,420.52154,671.08871,662.33297,693.05347,221.86275,913.08029,579.4286,995.61973,258.52748,335.9233,914.90237,813.77881,204.92149,162.57966,102.99216,267.87714,845.34346,833.75112,939.05818,701.57085,666.38442,576.17063,935.15597,966.00502,712.19997,725.71843,39.38962,937.09517,982.70974,65.81994,652.9064,279.17335,42.92286,508.5008,566.94775,716.58381,429.18635,934.87057,300.73028,70.64271,280.08463,248.01309,155.76235,204.58369,833.36171,867.98777,700.77584,789.5559,758.99653,63.70805,55.85861,716.03762,853.83097,389.07555,282.64714,200.14841,411.93843,39.11622,250.96937,134.65816,871.29358,782.02384,179.34815,584.52966,711.77738,995.38938,209.66197,391.88188,851.10179,268.54106,849.56061,862.70652,160.71545,221.78793,501.88947,74.44763,121.50162,35.96959,803.30533,330.56902,772.06003,260.24001,700.24463,793.15226,686.00808,250.00962,932.87443,931.17999,459.73485,905.58424,329.64368,118.32819,996.95237,432.23146,901.56126,411.15173,391.57604,680.27704,926.3449,241.22362,777.78097,899.92303,372.70234,813.99883,176.40403
566,382.6684,726.77077,771.29672,131.18971,622.23153,195.55438,251.88919,917.33294,445.95676,618.68361,897.78481,509.46167,243.4453,374.98473,352.92237,991.46211,456.30195,765.21294,159.94641,9.11292,739.18951,253.14062,948.51339,877.43534,796.21903,227.35443,933.88112,329.90837,282.16974,352.07754,870.68301,426.75334,969.6428,991.599,843.27841,757.76743,367.71116,398.32305,349.87481,573.50064,254.03512,63.18483,747.72359,30.31132,533.28359,410.42105,805.13445,206.38882,133.64027,715.24455,749.60148,815.2678,455.48865,840.05311,69.4649,194.06575,199.70045,512.58982,838.98764,760.21049,45.60536,210.38307,194.93184,806.75585,363.2685,910.48348,3.99135,259.00454,0.09707,338.42414,0.91738,241.28893,493.56259,194.51948,585.67496,564.42971,538.66337,767.48066,346.26746,634.91467,441.49939,93.36975,928.79916,11.84881,284.37092,150.05935,169.51569,571.45536,930.43381,375.24941,717.81625,88.57975,541.26587,134.60102,774.89011,802.83186,763.29625,96.4615,826.22368,71.89783,574.82621,470.90683,686.02302,657.8823,29.78253,399.51316,433.36607,89.04573,333.57439,506.64433,58.89273
567,4.45082,106.11158,509.30686,505.91907,325.24482,549.14132,617.22027,417.76178,326.09436,929.98782,867.58571,685.22367,310.66724,353.81521,385.70465,315.60538,131.19522,178.43644,963.40968,918.33416,238.86336,447.26405,476.3438,638.53382,276.37067,199.32453,707.63392,205.27875,43.84012,830.61109,301.15582,27.01911,729.75399,253.9284,196.7401,49.77172,27.30724,147.21403,309.52901,971.41951,808.92393,526.93489,686.14519,892.96795,327.52838,404.24834,979.10949,610.94125,913.20076,606.72642,242.89545,366.33413,183.61499,622.32686,469.60059,354.02134,593.85531,517.45094,212.32542,883.28666,270.1545,776.95442,865.10167,63.52256,456.86646,178.35987,98.96173,234.75344,386.3589,138.53001,328.85063,73.31327,198.11301,548.57659,642.59497,17.14212,221.88595,633.93735,19.54484,775.4763,913.34544,844.74159,760.50603,280.99347,755.79014,879.87777,896.81844,747.64266,402.99672,647.22123,227.06126,599.24669,808.74246,181.60019,506.95886,712.63232,439.89525,982.06393,976.3894,865.09457,814.58086,559.24974,661.06302,975.69332,318.89183,81.11021,67.61267,992.45535,964.67403,595.05061,366.16128
